stefan-zweig-667,7530
stephane-mallarme-1598,17073
theodor-fontane-173,6891
theodor-korner-333,86683
theodor-storm-576,31931
ulrich-von-lichtenstein-602,78267
vergil-606,42294
victor-hugo-293,91192
victor-von-scheffel-512,95172
walter-benjamin-1090,23540
walter-flex-170,11376
walter-hasenclever-1385,4728
walter-rheiner-489,1219
walther-von-der-vogelweide-622,1519
walt-whitman-1479,50191
wilhelm-busch-88,26994
wilhelm-hauff-246,21423
wilhelm-jensen-305,1118
wilhelm-jordan-307,37245
wilhelm-muller-432,8892
wilhelm-von-humboldt-295,215
william-shakespeare-548,25747
willibald-alexis-6,241
wolfram-von-eschenbach-151,193597
zephyrin-zettl-660,1475
